image_id,question,question_type,answer_type,multiple_choice_answer,question_id,multiple_choices,answers_multiple_users
1578,How many people are in the image?,how many,number,1,15783,"['3', '13', '14', '8', '17', '12', '19', '16', '20', '0', '7', '1', '9', '10', '2', '5', '6', '11']","['1', '16', '1', '1', '5', '1', '1', '1', '7', '1']"
1580,How many people are in the image?,how many,number,1,15803,"['13', '14', '15', '17', '8', '12', '16', '19', '20', '0', '1', '9', '4', '10', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '9', '1']"
1581,How many people are in the image?,how many,number,1,15813,"['3', '18', '14', '15', '17', '12', '8', '16', '20', '19', '0', '1', '7', '9', '2', '5', '6', '11']","['1', '1', '1', '1', '11', '1', '1', '1', '10', '1']"
1582,How many people are in the image?,how many,number,1,15823,"['13', '3', '18', '14', '15', '12', '16', '19', '0', '1', '9', '7', '10', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1583,How many people are in the image?,how many,number,1,15833,"['3', '13', '18', '2', '14', '15', '8', '12', '16', '19', '0', '1', '9', '4', '7', '17', '5', '6']","['1', '20', '1', '1', '1', '18', '1', '1', '1', '3']"
1584,How many people are in the image?,how many,number,1,15843,"['3', '13', '18', '14', '15', '12', '16', '19', '0', '1', '9', '4', '7', '10', '17', '5', '6', '11']","['1', '1', '13', '1', '7', '1', '17', '16', '1', '1']"
1585,How many people are in the image?,how many,number,3,15853,"['3', '18', '2', '14', '15', '8', '12', '16', '19', '10', '9', '7', '1', '4', '17', '5', '6', '11']","['3', '3', '3', '3', '3', '3', '3', '3', '14', '3']"
1586,How many people are in the image?,how many,number,1,15863,"['3', '13', '18', '17', '15', '8', '12', '19', '20', '0', '9', '7', '1', '4', '2', '5', '6', '11']","['1', '11', '0', '1', '1', '1', '1', '13', '3', '20']"
1588,How many people are in the image?,how many,number,2,15883,"['13', '3', '18', '17', '15', '14', '12', '16', '19', '0', '9', '10', '4', '7', '1', '2', '5', '6']","['2', '2', '14', '2', '4', '2', '19', '1', '7', '2']"
1589,How many people are in the image?,how many,number,1,15893,"['3', '13', '18', '17', '15', '8', '14', '12', '19', '0', '1', '9', '4', '7', '2', '5', '6', '11']","['1', '1', '14', '1', '1', '7', '1', '14', '1', '1']"
1590,How many people are in the image?,how many,number,1,15903,"['3', '13', '14', '15', '8', '12', '19', '20', '16', '0', '1', '7', '9', '10', '4', '2', '5', '6']","['1', '1', '5', '1', '1', '1', '1', '14', '1', '1']"
1591,How many people are in the image?,how many,number,1,15913,"['3', '13', '18', '14', '15', '16', '20', '19', '0', '1', '7', '4', '10', '9', '2', '5', '6', '11']","['1', '18', '1', '1', '1', '6', '1', '16', '1', '1']"
1592,How many people are in the image?,how many,number,1,15923,"['13', '3', '18', '14', '8', '15', '12', '16', '19', '0', '1', '9', '7', '4', '2', '5', '6', '11']","['1', '1', '1', '11', '1', '1', '10', '1', '1', '1']"
1593,How many animals are present in the image?,how many,number,2,15933,"['3', '13', '18', '17', '8', '15', '12', '16', '20', '19', '0', '7', '10', '1', '9', '2', '5', '6']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
1594,How many people are in the image?,how many,number,1,15943,"['3', '13', '18', '17', '14', '8', '12', '16', '19', '0', '1', '9', '7', '10', '2', '5', '6', '11']","['1', '1', '19', '1', '1', '1', '15', '1', '18', '1']"
1595,How many people are in the image?,how many,number,1,15953,"['3', '13', '18', '2', '14', '8', '15', '12', '16', '20', '0', '1', '7', '10', '9', '17', '6', '11']","['1', '1', '8', '1', '13', '1', '1', '1', '1', '1']"
1596,How many people are in the image?,how many,number,2,15963,"['3', '18', '14', '15', '17', '12', '19', '16', '20', '0', '1', '10', '9', '7', '4', '2', '5', '11']","['2', '2', '13', '18', '20', '0', '2', '2', '18', '16']"
1597,How many people are in the image?,how many,number,1,15973,"['3', '13', '18', '17', '15', '14', '12', '8', '19', '20', '16', '10', '1', '4', '7', '2', '5', '11']","['1', '1', '0', '1', '7', '14', '1', '1', '1', '17']"
1599,How many people are in the image?,how many,number,3,15993,"['3', '18', '17', '15', '14', '16', '20', '19', '0', '10', '7', '4', '1', '9', '2', '5', '6', '11']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '9']"
1600,How many people are in the image?,how many,number,1,16003,"['13', '18', '15', '8', '12', '19', '20', '16', '0', '9', '1', '4', '10', '7', '2', '5', '6', '11']","['1', '1', '1', '5', '1', '1', '5', '1', '1', '4']"
1601,How many people are in the image?,how many,number,1,16013,"['3', '18', '17', '8', '15', '14', '16', '20', '0', '1', '7', '10', '9', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '5', '1', '20']"
1602,How many people are in the image?,how many,number,1,16023,"['13', '3', '18', '8', '15', '12', '19', '20', '0', '1', '10', '4', '7', '9', '2', '5', '6', '11']","['1', '1', '9', '1', '16', '9', '7', '1', '1', '6']"
1603,How many people are in the image?,how many,number,2,16033,"['3', '13', '18', '17', '15', '14', '12', '8', '16', '20', '0', '9', '1', '7', '10', '4', '2', '11']","['2', '2', '2', '2', '20', '1', '9', '2', '2', '2']"
1605,How many people are in the image?,how many,number,1,16053,"['13', '3', '18', '14', '15', '8', '12', '16', '20', '19', '1', '10', '7', '9', '2', '5', '6', '11']","['1', '1', '1', '15', '1', '20', '1', '1', '1', '1']"
1606,How many people are in the image?,how many,number,1,16063,"['13', '3', '18', '2', '14', '15', '8', '12', '19', '20', '0', '10', '1', '4', '7', '17', '5', '6']","['1', '1', '1', '1', '1', '3', '1', '1', '19', '16']"
1607,How many people are in the image?,how many,number,1,16073,"['3', '13', '14', '8', '15', '12', '19', '20', '0', '7', '1', '9', '10', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1610,How many people are in the image?,how many,number,1,16103,"['3', '13', '18', '14', '8', '17', '12', '15', '19', '20', '0', '1', '10', '4', '7', '2', '5', '6']","['1', '1', '1', '1', '1', '1', '19', '1', '1', '17']"
1612,How many people are in the image?,how many,number,1,16123,"['3', '13', '18', '14', '15', '8', '12', '16', '20', '0', '10', '1', '7', '4', '2', '5', '6', '11']","['1', '1', '0', '1', '1', '17', '1', '1', '1', '1']"
1613,How many people are in the image?,how many,number,2,16133,"['13', '18', '17', '15', '8', '12', '16', '20', '19', '0', '1', '10', '4', '9', '2', '5', '6', '11']","['2', '2', '20', '2', '2', '2', '2', '2', '2', '2']"
1614,How many animals are present in the image?,how many,number,1,16143,"['3', '13', '18', '2', '15', '12', '16', '20', '19', '0', '1', '9', '4', '7', '10', '17', '6', '11']","['1', '1', '4', '12', '1', '16', '16', '1', '1', '6']"
1615,How many people are in the image?,how many,number,1,16153,"['13', '3', '2', '14', '8', '15', '12', '16', '19', '0', '1', '9', '7', '10', '4', '17', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '4']"
1616,How many people are in the image?,how many,number,1,16163,"['3', '13', '14', '8', '15', '17', '19', '20', '0', '7', '1', '10', '9', '4', '2', '5', '6', '11']","['1', '1', '1', '15', '1', '1', '1', '1', '1', '1']"
1617,How many people are in the image?,how many,number,2,16173,"['13', '18', '14', '17', '8', '12', '15', '16', '19', '20', '0', '10', '7', '4', '1', '2', '6', '11']","['2', '15', '2', '2', '2', '2', '2', '10', '2', '2']"
1619,How many people are in the image?,how many,number,2,16193,"['3', '13', '14', '17', '8', '12', '19', '20', '16', '0', '1', '9', '7', '10', '2', '5', '6', '11']","['2', '2', '2', '4', '2', '2', '2', '2', '2', '2']"
1620,How many people are in the image?,how many,number,3,16203,"['3', '13', '18', '2', '14', '8', '12', '19', '16', '20', '7', '1', '4', '10', '17', '5', '6', '11']","['3', '3', '3', '3', '3', '3', '3', '12', '3', '3']"
1621,How many people are in the image?,how many,number,1,16213,"['13', '18', '14', '8', '15', '12', '19', '20', '16', '0', '1', '10', '7', '4', '2', '5', '6', '11']","['1', '9', '16', '0', '8', '1', '1', '1', '15', '1']"
1623,How many people are in the image?,how many,number,1,16233,"['3', '13', '18', '17', '8', '15', '12', '14', '19', '20', '0', '1', '10', '4', '9', '2', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '2', '1']"
1624,How many people are in the image?,how many,number,2,16243,"['13', '3', '18', '17', '8', '15', '14', '19', '20', '0', '1', '7', '9', '10', '2', '5', '6', '11']","['2', '2', '6', '2', '0', '3', '2', '2', '2', '2']"
1626,How many people are in the image?,how many,number,1,16263,"['3', '13', '18', '14', '15', '8', '17', '16', '20', '0', '1', '10', '7', '9', '2', '5', '6', '11']","['1', '1', '1', '20', '11', '1', '0', '19', '1', '1']"
1627,How many people are in the image?,how many,number,2,16273,"['13', '3', '18', '17', '14', '8', '12', '16', '19', '20', '0', '1', '10', '9', '4', '2', '5', '6']","['2', '2', '2', '2', '14', '2', '2', '0', '2', '6']"
1628,How many people are in the image?,how many,number,1,16283,"['3', '13', '18', '14', '15', '12', '19', '20', '16', '0', '1', '10', '4', '9', '17', '5', '6', '11']","['1', '1', '0', '1', '1', '1', '1', '3', '1', '1']"
1629,How many people are in the image?,how many,number,2,16293,"['3', '13', '18', '14', '15', '17', '12', '16', '20', '19', '7', '1', '4', '9', '10', '2', '6', '11']","['2', '9', '1', '3', '2', '2', '2', '2', '2', '2']"
1630,How many people are in the image?,how many,number,1,16303,"['13', '3', '18', '14', '15', '8', '12', '17', '19', '20', '0', '10', '1', '9', '4', '2', '5', '11']","['1', '12', '10', '1', '1', '1', '1', '1', '17', '1']"
1631,How many people are in the image?,how many,number,1,16313,"['13', '3', '18', '2', '8', '12', '19', '20', '0', '1', '7', '4', '10', '9', '17', '5', '6', '11']","['1', '1', '10', '1', '11', '1', '1', '1', '5', '1']"
1632,How many people are in the image?,how many,number,2,16323,"['3', '13', '18', '14', '15', '8', '12', '19', '20', '16', '0', '1', '7', '4', '10', '2', '6', '11']","['2', '19', '2', '15', '2', '7', '2', '2', '2', '2']"
1633,How many people are in the image?,how many,number,1,16333,"['13', '18', '14', '8', '17', '12', '15', '16', '20', '0', '10', '7', '1', '9', '4', '2', '6', '11']","['1', '1', '13', '1', '1', '1', '1', '16', '1', '11']"
1634,How many people are in the image?,how many,number,1,16343,"['13', '3', '18', '17', '15', '14', '12', '19', '16', '20', '1', '7', '9', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '12', '15', '13']"
1635,How many people are in the image?,how many,number,1,16353,"['13', '3', '18', '14', '15', '12', '16', '19', '20', '0', '1', '7', '9', '4', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '7', '1', '1', '9', '1']"
1636,How many people are in the image?,how many,number,2,16363,"['13', '18', '14', '17', '8', '12', '16', '20', '19', '0', '7', '10', '4', '9', '2', '5', '6', '11']","['2', '2', '12', '20', '12', '2', '2', '2', '2', '14']"
1638,How many people are in the image?,how many,number,1,16383,"['13', '3', '18', '2', '8', '15', '16', '20', '19', '0', '10', '7', '1', '9', '17', '5', '6', '11']","['1', '1', '18', '1', '5', '8', '1', '3', '20', '1']"
1639,How many people are in the image?,how many,number,2,16393,"['3', '13', '18', '14', '8', '17', '12', '15', '16', '20', '10', '7', '1', '9', '4', '2', '5', '11']","['2', '2', '0', '2', '2', '2', '2', '2', '2', '2']"
1640,How many people are in the image?,how many,number,1,16403,"['13', '18', '14', '15', '8', '12', '19', '20', '16', '10', '7', '1', '9', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '18']"
1641,How many people are in the image?,how many,number,2,16413,"['13', '3', '18', '14', '8', '15', '17', '12', '19', '20', '9', '1', '4', '10', '2', '5', '6', '11']","['2', '16', '2', '2', '2', '2', '2', '2', '2', '2']"
1642,How many people are in the image?,how many,number,1,16423,"['13', '3', '18', '2', '14', '15', '8', '12', '16', '19', '0', '1', '7', '4', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1643,How many people are in the image?,how many,number,1,16433,"['13', '3', '18', '14', '8', '17', '12', '19', '16', '0', '1', '10', '4', '9', '7', '2', '6', '11']","['1', '12', '1', '1', '1', '1', '1', '1', '1', '7']"
1644,How many people are in the image?,how many,number,1,16443,"['3', '18', '14', '15', '8', '12', '16', '19', '20', '0', '1', '9', '7', '4', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '18', '5', '1', '1']"
1645,How many people are in the image?,how many,number,2,16453,"['3', '13', '18', '14', '15', '8', '12', '19', '20', '16', '10', '7', '4', '9', '1', '2', '6', '11']","['2', '2', '2', '2', '2', '2', '2', '2', '3', '10']"
1646,How many people are in the image?,how many,number,1,16463,"['3', '18', '2', '14', '8', '15', '12', '19', '20', '0', '1', '9', '4', '10', '17', '5', '6', '11']","['1', '1', '18', '1', '1', '6', '14', '1', '1', '11']"
1647,How many animals are present in the image?,how many,number,1,16473,"['13', '3', '18', '14', '15', '12', '19', '16', '0', '7', '1', '4', '10', '9', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '5', '1', '18']"
1648,How many people are in the image?,how many,number,1,16483,"['13', '3', '18', '2', '8', '15', '12', '19', '16', '0', '10', '7', '1', '9', '4', '17', '6', '11']","['1', '1', '1', '3', '1', '1', '1', '2', '1', '16']"
1649,How many people are in the image?,how many,number,1,16493,"['3', '13', '18', '14', '15', '8', '12', '16', '20', '19', '0', '9', '1', '7', '10', '2', '5', '6']","['1', '1', '1', '1', '1', '1', '16', '1', '1', '1']"
1650,How many people are in the image?,how many,number,1,16503,"['3', '13', '18', '2', '15', '8', '16', '20', '0', '1', '9', '4', '10', '7', '17', '5', '6', '11']","['1', '9', '1', '12', '1', '1', '7', '5', '1', '1']"
1651,How many people are in the image?,how many,number,3,16513,"['3', '13', '18', '17', '15', '14', '12', '19', '20', '0', '7', '10', '4', '1', '2', '5', '6', '11']","['3', '3', '0', '3', '3', '17', '12', '3', '3', '3']"
1652,How many people are in the image?,how many,number,1,16523,"['3', '18', '2', '14', '15', '8', '12', '16', '20', '0', '10', '1', '4', '7', '9', '17', '6', '11']","['1', '12', '6', '19', '1', '1', '1', '1', '1', '1']"
1653,How many people are in the image?,how many,number,1,16533,"['3', '13', '18', '2', '14', '8', '12', '16', '19', '20', '0', '1', '7', '4', '10', '17', '5', '11']","['1', '5', '1', '1', '1', '7', '1', '1', '1', '1']"
1655,How many people are in the image?,how many,number,4,16553,"['3', '13', '18', '17', '8', '15', '14', '19', '16', '20', '0', '10', '9', '4', '2', '5', '6', '11']","['4', '11', '4', '4', '5', '10', '4', '4', '4', '4']"
1657,How many animals are present in the image?,how many,number,3,16573,"['3', '13', '18', '2', '14', '15', '12', '16', '19', '0', '1', '10', '4', '9', '17', '5', '6', '11']","['3', '11', '3', '3', '3', '19', '3', '1', '3', '3']"
1658,How many people are in the image?,how many,number,2,16583,"['3', '13', '18', '14', '17', '8', '12', '16', '20', '19', '0', '1', '9', '4', '7', '10', '2', '5']","['2', '2', '2', '2', '2', '11', '2', '14', '2', '2']"
1659,How many people are in the image?,how many,number,2,16593,"['3', '17', '8', '15', '12', '19', '20', '16', '0', '1', '9', '4', '10', '7', '2', '5', '6', '11']","['2', '2', '2', '4', '2', '2', '2', '2', '2', '2']"
1660,How many people are in the image?,how many,number,1,16603,"['3', '13', '18', '14', '8', '15', '12', '16', '19', '20', '0', '7', '1', '4', '10', '17', '5', '6']","['1', '18', '20', '0', '17', '1', '1', '1', '1', '1']"
1661,How many people are in the image?,how many,number,2,16613,"['13', '3', '17', '8', '15', '12', '19', '20', '16', '0', '10', '1', '7', '9', '2', '5', '6', '11']","['2', '3', '2', '2', '2', '2', '2', '1', '2', '2']"
1662,How many people are in the image?,how many,number,2,16623,"['3', '18', '14', '8', '12', '16', '20', '19', '0', '9', '1', '10', '7', '4', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '18', '15', '2', '2', '2']"
1663,How many people are in the image?,how many,number,1,16633,"['3', '18', '14', '17', '15', '12', '8', '16', '19', '0', '10', '1', '7', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '0', '1', '1']"
1664,How many people are in the image?,how many,number,1,16643,"['13', '3', '18', '14', '17', '19', '20', '16', '0', '1', '7', '4', '10', '9', '2', '5', '6', '11']","['1', '1', '1', '6', '1', '1', '1', '1', '1', '18']"
1665,How many people are in the image?,how many,number,2,16653,"['3', '13', '18', '2', '14', '8', '19', '20', '16', '0', '7', '10', '4', '1', '17', '5', '6', '11']","['2', '2', '2', '2', '2', '4', '2', '13', '9', '2']"
1666,How many people are in the image?,how many,number,3,16663,"['3', '18', '2', '14', '15', '8', '12', '19', '16', '20', '1', '7', '4', '10', '9', '17', '5', '6']","['3', '3', '3', '3', '19', '3', '6', '13', '8', '3']"
1667,How many people are in the image?,how many,number,2,16673,"['3', '13', '18', '14', '8', '15', '12', '19', '20', '0', '9', '10', '7', '1', '2', '5', '6', '11']","['2', '2', '5', '2', '2', '2', '2', '2', '2', '2']"
1669,How many people are in the image?,how many,number,2,16693,"['3', '13', '18', '14', '15', '17', '12', '19', '16', '0', '9', '10', '4', '1', '7', '2', '5', '6']","['2', '2', '2', '2', '2', '14', '5', '2', '17', '4']"
1670,How many people are in the image?,how many,number,1,16703,"['3', '18', '14', '8', '15', '16', '20', '19', '0', '1', '7', '4', '10', '9', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '20', '4', '1', '3']"
1671,How many people are in the image?,how many,number,1,16713,"['13', '18', '2', '14', '8', '15', '19', '20', '0', '10', '1', '4', '9', '7', '17', '5', '6', '11']","['1', '1', '3', '1', '1', '1', '9', '1', '1', '1']"
1672,How many people are in the image?,how many,number,1,16723,"['13', '3', '14', '15', '8', '12', '17', '19', '20', '16', '0', '1', '7', '9', '10', '2', '5', '11']","['1', '14', '1', '1', '1', '1', '12', '13', '1', '1']"
1673,How many people are in the image?,how many,number,1,16733,"['13', '18', '2', '14', '8', '15', '12', '16', '0', '9', '1', '7', '10', '4', '17', '5', '6', '11']","['1', '20', '1', '1', '1', '1', '1', '1', '1', '1']"
1674,How many people are in the image?,how many,number,1,16743,"['13', '3', '18', '14', '8', '15', '12', '16', '20', '19', '0', '1', '10', '4', '7', '17', '6', '11']","['1', '1', '1', '1', '9', '1', '1', '1', '1', '1']"
1675,How many people are in the image?,how many,number,1,16753,"['13', '3', '14', '8', '15', '12', '16', '20', '19', '0', '1', '7', '10', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '13', '11', '1', '1', '2']"
1676,How many people are in the image?,how many,number,1,16763,"['13', '18', '2', '14', '15', '8', '12', '16', '20', '0', '7', '1', '4', '9', '17', '5', '6', '11']","['1', '1', '14', '1', '10', '1', '1', '1', '8', '1']"
1677,How many people are in the image?,how many,number,3,16773,"['3', '13', '18', '2', '14', '15', '12', '19', '16', '20', '0', '9', '10', '4', '1', '17', '6', '11']","['3', '3', '15', '19', '3', '6', '2', '3', '4', '13']"
1678,How many people are in the image?,how many,number,2,16783,"['3', '13', '18', '17', '8', '12', '19', '16', '20', '0', '10', '1', '4', '9', '2', '5', '6', '11']","['2', '2', '16', '2', '0', '2', '13', '2', '2', '14']"
1679,How many people are in the image?,how many,number,1,16793,"['13', '3', '18', '14', '8', '12', '16', '20', '19', '0', '1', '7', '4', '10', '9', '17', '5', '11']","['1', '1', '1', '1', '11', '1', '1', '1', '1', '1']"
1681,How many people are in the image?,how many,number,1,16813,"['3', '13', '18', '2', '14', '15', '12', '16', '20', '19', '0', '1', '10', '7', '9', '17', '5', '6']","['1', '1', '17', '1', '1', '13', '1', '2', '13', '10']"
1683,How many people are in the image?,how many,number,2,16833,"['3', '13', '18', '17', '14', '8', '12', '15', '19', '16', '20', '10', '9', '7', '4', '2', '5', '6']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
1684,How many people are in the image?,how many,number,1,16843,"['3', '13', '17', '15', '8', '12', '19', '20', '16', '0', '1', '9', '7', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1685,How many people are in the image?,how many,number,1,16853,"['3', '13', '18', '14', '8', '17', '16', '20', '19', '0', '7', '1', '4', '9', '10', '2', '5', '6']","['1', '12', '12', '1', '1', '1', '1', '0', '1', '1']"
1686,How many people are in the image?,how many,number,1,16863,"['13', '3', '18', '14', '8', '15', '12', '16', '19', '20', '1', '10', '4', '7', '9', '17', '5', '11']","['1', '1', '4', '1', '1', '1', '1', '1', '0', '1']"
1687,How many people are in the image?,how many,number,1,16873,"['13', '3', '18', '14', '15', '8', '12', '16', '20', '19', '0', '1', '9', '10', '4', '2', '6', '11']","['1', '1', '1', '1', '9', '1', '1', '14', '1', '20']"
1688,How many people are in the image?,how many,number,1,16883,"['13', '3', '18', '2', '14', '8', '15', '12', '16', '20', '0', '10', '1', '9', '4', '17', '6', '11']","['1', '1', '1', '9', '14', '1', '19', '1', '1', '16']"
1689,How many people are in the image?,how many,number,1,16893,"['3', '13', '14', '15', '8', '12', '17', '19', '20', '0', '1', '10', '4', '7', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '5', '1', '1']"
1690,How many people are in the image?,how many,number,1,16903,"['3', '13', '18', '17', '8', '15', '14', '16', '19', '0', '1', '9', '4', '7', '10', '2', '5', '11']","['1', '1', '1', '1', '1', '1', '18', '1', '9', '4']"
1691,How many people are in the image?,how many,number,2,16913,"['3', '13', '18', '17', '15', '14', '12', '16', '20', '19', '0', '1', '10', '4', '2', '5', '6', '11']","['2', '5', '2', '17', '18', '2', '2', '2', '16', '9']"
1692,How many people are in the image?,how many,number,1,16923,"['13', '18', '14', '15', '8', '12', '19', '20', '16', '0', '1', '9', '10', '7', '17', '5', '6', '11']","['1', '4', '1', '1', '20', '1', '12', '1', '1', '1']"
1693,How many people are in the image?,how many,number,2,16933,"['13', '3', '18', '14', '17', '8', '15', '19', '20', '16', '0', '9', '7', '4', '2', '5', '6', '11']","['2', '2', '2', '18', '2', '2', '2', '2', '2', '2']"
1694,How many people are in the image?,how many,number,1,16943,"['3', '18', '17', '8', '15', '12', '19', '20', '16', '0', '1', '10', '9', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '17', '1', '1', '18', '1', '1']"
1695,How many people are in the image?,how many,number,1,16953,"['3', '18', '14', '15', '8', '17', '16', '19', '20', '0', '1', '9', '7', '4', '2', '5', '6', '11']","['1', '10', '1', '1', '1', '1', '19', '1', '15', '1']"
1697,How many people are in the image?,how many,number,2,16973,"['3', '18', '17', '15', '14', '12', '8', '19', '20', '16', '0', '10', '9', '4', '1', '2', '5', '11']","['2', '2', '2', '2', '2', '3', '18', '2', '2', '2']"
1698,How many people are in the image?,how many,number,1,16983,"['3', '13', '18', '14', '15', '8', '12', '19', '16', '0', '1', '9', '7', '10', '4', '2', '5', '11']","['1', '10', '1', '1', '1', '1', '1', '1', '1', '9']"
1699,How many people are in the image?,how many,number,3,16993,"['3', '18', '14', '15', '12', '19', '20', '16', '0', '7', '9', '1', '10', '4', '2', '5', '6', '11']","['3', '3', '3', '3', '13', '3', '3', '3', '3', '8']"
1700,How many people are in the image?,how many,number,1,17003,"['13', '3', '2', '14', '15', '8', '12', '16', '19', '20', '0', '1', '9', '4', '10', '17', '5', '6']","['1', '18', '1', '5', '1', '0', '1', '2', '1', '1']"
1701,How many animals are present in the image?,how many,number,1,17013,"['13', '3', '2', '14', '8', '15', '16', '20', '19', '0', '9', '1', '10', '4', '17', '5', '6', '11']","['1', '1', '20', '1', '9', '1', '1', '1', '1', '1']"
1702,How many people are in the image?,how many,number,2,17023,"['3', '18', '14', '8', '15', '12', '17', '16', '20', '19', '0', '1', '10', '4', '7', '9', '2', '5']","['2', '2', '8', '2', '6', '17', '2', '2', '2', '2']"
1704,How many people are in the image?,how many,number,1,17043,"['13', '3', '18', '14', '15', '17', '12', '19', '16', '20', '0', '1', '9', '10', '4', '2', '5', '11']","['1', '2', '1', '1', '12', '1', '1', '18', '1', '1']"
1705,How many people are in the image?,how many,number,2,17053,"['3', '13', '18', '14', '8', '15', '12', '17', '19', '20', '0', '1', '9', '4', '10', '2', '5', '6']","['2', '2', '0', '2', '2', '2', '2', '2', '2', '2']"
1706,How many people are in the image?,how many,number,1,17063,"['13', '3', '18', '17', '8', '15', '16', '19', '20', '0', '1', '7', '4', '9', '2', '5', '6', '11']","['1', '1', '13', '7', '0', '1', '1', '5', '18', '8']"
1707,How many people are in the image?,how many,number,2,17073,"['13', '3', '18', '17', '8', '15', '12', '16', '20', '19', '1', '10', '9', '7', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '2', '5', '17', '2']"
1708,How many people are in the image?,how many,number,2,17083,"['13', '17', '14', '15', '8', '12', '16', '20', '19', '7', '9', '1', '10', '4', '2', '5', '6', '11']","['2', '2', '2', '2', '14', '1', '2', '2', '2', '18']"
1709,How many people are in the image?,how many,number,1,17093,"['13', '3', '18', '2', '14', '8', '15', '12', '16', '19', '0', '1', '9', '4', '7', '17', '5', '6']","['1', '1', '7', '18', '9', '1', '1', '10', '1', '20']"
1710,How many people are in the image?,how many,number,2,17103,"['3', '13', '18', '2', '14', '15', '8', '12', '16', '20', '0', '10', '9', '4', '7', '17', '5', '6']","['2', '17', '2', '2', '6', '2', '2', '2', '16', '2']"
1711,How many people are in the image?,how many,number,2,17113,"['3', '13', '18', '14', '8', '15', '12', '16', '20', '0', '9', '1', '4', '7', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '8']"
1712,How many people are in the image?,how many,number,2,17123,"['3', '13', '18', '14', '8', '15', '17', '12', '16', '20', '0', '1', '9', '7', '10', '4', '2', '5']","['2', '2', '9', '2', '2', '15', '2', '13', '7', '15']"
1713,How many people are in the image?,how many,number,1,17133,"['3', '13', '14', '15', '8', '12', '16', '20', '19', '0', '1', '9', '4', '10', '2', '5', '6', '11']","['1', '1', '11', '1', '1', '17', '14', '1', '1', '1']"
1714,How many people are in the image?,how many,number,1,17143,"['13', '3', '18', '2', '8', '15', '12', '19', '16', '0', '1', '10', '4', '7', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1715,How many people are in the image?,how many,number,1,17153,"['3', '13', '18', '2', '14', '15', '12', '16', '20', '19', '1', '9', '7', '10', '4', '17', '5', '6']","['1', '8', '1', '1', '1', '17', '1', '1', '1', '1']"
1716,How many people are in the image?,how many,number,1,17163,"['13', '3', '18', '17', '8', '14', '12', '16', '20', '19', '0', '1', '9', '4', '7', '2', '5', '11']","['1', '1', '15', '1', '1', '0', '1', '15', '1', '1']"
1717,How many people are in the image?,how many,number,2,17173,"['13', '3', '18', '2', '14', '8', '16', '20', '19', '0', '7', '10', '4', '9', '1', '17', '6', '11']","['2', '2', '2', '11', '14', '2', '2', '2', '2', '2']"
1718,How many people are in the image?,how many,number,2,17183,"['13', '3', '18', '17', '8', '15', '12', '19', '20', '16', '10', '1', '4', '9', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
1719,How many people are in the image?,how many,number,2,17193,"['13', '18', '17', '15', '8', '12', '14', '16', '19', '0', '7', '1', '9', '10', '2', '5', '6', '11']","['2', '2', '2', '1', '5', '2', '2', '2', '4', '7']"
1721,How many people are in the image?,how many,number,2,17213,"['13', '3', '18', '14', '8', '15', '12', '19', '16', '0', '9', '10', '4', '1', '2', '5', '6', '11']","['2', '2', '20', '2', '2', '2', '2', '2', '2', '2']"
1723,How many people are in the image?,how many,number,1,17233,"['13', '18', '14', '15', '17', '12', '8', '19', '20', '0', '9', '1', '7', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '19', '1', '1', '1', '9']"
