image_id,combined_caption
1426,"a man is sitting on a sees, while another walks by a boy on the slide, standing near a ladder how to use a slide slider a boy on a slide with another kid sitting on it a man sitting on top of a slide and looking out kid slide slide - screenshote slide slide kids playing slide - screenshoto com a man standing on top of a slide a person standing on the top of a ladder kids climbing ladder climb a man is about to slide down a slide on a sunny day in the park boy coming down slide near a teeter totter a boy in white sliding down a red slide the man is preparing to go down the slide at the playground a boy prepares to slide down a slide in a playground"
1427,a cartoon depicting an african woman in a living room a woman sits in a chair while her cat is watching television a cartoon picture of two women sitting on chairs in a room a cartooned person sits on a couch with a television set in the background an animated video from a cartoon of a person watching a cat and someone in the background a woman sitting on a chair in front of a television set woman sitting on a couch watching television a person sitting on a chair and watching tv a cartoon of a person sitting in front of a tv a woman sitting in the corner watching tv the woman watches some animals on the tv elderly woman siting on a brown couch in a living room alone grandma watching her favorite cat show on tv the lady seatd opn the couch is making the hair woman sitting in chair watching tv where you can see a cat on the screen and a picture hanging on the wall
1428,"a woman sitting next to another in the park two people sitting in the grass and having a picnic illustration of picnic in park with bb and barbecue how to eat for free outdoor bbd a cartoon man with an apron throws out the sun, the guy has turned back to him bb - man & woman two people are enjoying in the park a cartoon of two people sitting on the grass in a park an image of two people eating on a picnic two people on the lawn a woman watching a man sitting on the picnic blanket the young couple are having a picnic at the park man and woman having a picnic in the park with watermelon pie and wine man claps while lady dance in the park on a picnic the people are enjoying their picnic in the park"
1429,a person is trying to get into the tree a man jumping near trees and looking at the dog a person playing with a dog in the park a cartoon dog is jumping from a tree and a person walks behind a person playing with their dog in the park a man is running in the grass and throwing another a person in a field is running with a dog a person in a park is playing with a cat a person is standing in the middle of the forest and reaching into the tree a person in the field a boy watches as his dog runs towards him the boy plays with the dog near the big tree a boy is playing with a dog in the woods a boy is playing with a dog in the park full of trees the dog is running to the boy with the outstretched arms
1430,cartoon barbecues man man holding a bag while woman holds up a fire pit a cartoon shows the couple cooking on a bb in front of an oak tree cartoon of a couple cooking outside a man and woman are grilling outside in the grass two people cooking food on the grill outside a drawing of two people grilling and standing by a tree a man with his dog and barbecue grilling the ground two people are cooking barbecue on a grass covered field a man is grilling something while a woman sits in the grass two people are standing at opposite ends of the grill while the steaks are cooking the young man and woman stand dismayed around the grill a man and a woman standing next to a bbq and a picnic basket the man and woman are standing around the barbecue grill the girl and boy are barbecuing meat at their picnic
1431,the woman is sitting on a sofa a woman is sitting on the couch in her home a man is sitting on a red sofa man sitting on a red sofa person in red pants sitting on couch watching television woman is sitting on the sofa a person in a room a boy watching television on his couch a man sitting on the couch a woman sitting on the couch watching tv the woman is sitting on the red couch watching tv a woman is sitting on a couch and watching television a woman sitting on a red couch watching the television a woman is sitting on a couch watching her tv which is sitting on a desk in a room with two windows and a painting a woman is sitting on the couch watching tv
1432,"a couple sitting at a picnic table, talking a cartoon style illustration of two people having picnic parties two men sitting on a field with wine two men sitting at a table together two men sitting on a lawn holding hands and enjoying wine two people at a picnic a man and woman sitting at a table drinking drinks two people sitting on a lawn a man and woman sit in the grass eating on a red checkered picnic table two men sit at a picnic table, each holding drinks two older men are having a picnic with wine the gay couple is about to get drunk two older men sitting on a picnic blanket sharing a glass of wine two old twin men drink wine during a picnic they are twins that like to drink wine in the park"
1433,two children jumping together a man and two girls practicing in the grass kids playing soccer with a ball a cartoon of three people doing yoga in the park a cartoon drawing of three people doing yoga a man jumping into another on the ground a person doing yoga on a lawn the two men are playing a game of frck cartoon family playing in park kids picnic play with sun - screenshot - summer - camp - games photo a couple of women are jumping in a field the ladies in red trousers are both playing at the park three women are stretching in the park and having a picnic women stretching and exercising on a sunny day while having a picnic a group of three woman do yoga at the park after they enjoyed their picnic of watermelon and wine
1434,"two people playing in an art museum a person in an empty room with two cats a woman walking a dog down the hall an animated picture shows a person walking towards the camera the animation of a man walking with his dog a man walking towards a large, white dog how to keep your dog out of a cl a person with a dog in an art gallery two people are walking in a room an animated video showing a person walking along the room a woman plays with her dog in her living room the woman threw a toy for her dog to catch the girl is in her house playing a game with her dog a girl throwing inside a yellow cat something a woman playing with her orange and white cat"
1435,grandma and her dog a person sitting on the couch in front of windows with curtains an older woman sitting on a chair and holding her cat an elderly sitting on a chair in a living room a man sitting in an armchair with his dog the old man sits in his room and looks into the distance a person is sitting on the chair and playing with their cat a person sitting on top of a chair next to two small dogs a cartoon of an old man sitting on a chair in a room an older man sitting in a chair with his dog a lady sitting on a chair holding a small dog a smiling elderly woman sits in a chair with a small dog on her lap older woman sitting on a chair giving her small dog some back rubs the woman and her dog are sitting in the chair the old woman is holding the dog in the chair
1436,"a person sitting on the floor in front of a tv a red rug a man is sitting on his knees in front of a tv a person is sitting in the living room a cartoon is sitting on the rug in front of the television and playing a person doing yoga in their home on the rug red and brown rug cartoon drawing of man with feet up on a rug, using his tv remote the room is red a man sitting on the floor a young man sitting on a rug petting a dog while watching tv the man is sitting on the rug with the dog watching tv boy sitting on big red rig petting dog a man sits on the floor watching tv with his dog the man is sitting on the flour with his dog"
1437,a man and woman playing together in a room with a couch a little kid is playing with a teddy in the living room a man holding a baby is seen in the camera next to a woman standing on the floor and an old sofa a person is standing in the living room an animated scene with a couple standing in the living room an illustration of a woman holding a teddy bear in front of her a man walking in front of a woman holding an arm the girl is playing a video game the two people are playing with their animals woman and dog in living room a woman watches a little girl walking across the room a child with a black shirt on standing on the flloror a woman watches as a girl walks by in a living room a girl is pointing at a woman while the woman looks at her with her hands on her hips a woman and a girl are laughing together in a living room
1438,a cartoon is shown with a picture of a man walking in the grass with a soccer ball a cartoon drawing of a man in red and green outfit a drawing of two people playing fron with one another in the field a man with an umbrella is running towards some trees a cartoon drawing of a person in the park playing with a ball illustration of man throwing ball a cartoon of a man holding an ball an animated man is holding a football ball a man throwing ball a drawing of two people playing with an object a young man getting ready to punt a football at the park a man is playing with a football in a park a young boy dressed in red holding a football on a partly cloudy day the man is playing football by himself at the park man playing football in park on a sunny day
1439,"a woman looking at a trash can in the ground cartoon drawing of a person on the ground and another holding an umbrella a woman walking across a path in the field with an open suitcase an image of a man throwing something to another person a woman walking toward a blue sleeping body a cartoon woman with her arms raised and the sun in the sky behind her cartoon image of a person walking along the road, a woman looks at a man in her own a person standing in front of a body that looks like the giant shark a woman looking at the remains of a car a woman walking towards a small, grey object a woman standing by a pond with a burd on a rock a girl standing in front of a pond that has a lily pad a young girl is walking towards the small pond a young girl is watching some frogs in a pond a young girl playing by a pond on a sunny day"
1440,man playing with a dog on the lawn a person in a white shirt and red pants throwing a dog a person and their dog playing frome the dog is running towards the man in the park boy running near a dog a cartoon picture of someone chasing for his cat a boy with his dog playing in the park a boy is running next to a dog a man is running away from some dogs a boy chasing at the tree stump the women is playing with her dog and cat in the park the lady is chasing her cat and dog a woman chasing a dog thats chasing a cat a woman runs after a dog and a cat a female chasing a dog who is chasing a cat on a sunny day
1441,a person is on the ground under a metal frame a person standing on top of an obstacle with other people in the background a man is standing next to another on the grass a woman is swinging on the swing and another has standing under the swing a cartoon with two children in the park and one being thrown a cartoon man is playing on the ground two people are in a park with one person reaching for another an illustration of a woman in the park with a child a cartoon man is standing in front of an obstacle a man and woman in a park a man helps a girl across some monkey bars a man helps a girl on the monkey bars a mother and child play on the bars in a park on a cloudy day the man is helping his daughter across the monkey bars a person holds another person up to reach the monkey bars in a park
1442,a cartoon man playing with an object in the living room an illustration of a person in the living room a cartoon picture of a woman with a dog brown carpet on the ground a cartoon boy holding a cat in his hand a cartooned boy plays with his toy at the fireplace cartoon furniture room scene living room scene of a man sitting on a couch living room scene with kid man in the living room a young boy plays with his dog by the fireplace this man is sitting on the carpet to pet his dog a young girl is playing with a puppy in the living room in front of a fire a boy sitting on a rug petting his dog near a lit fire place an boy is sitting on the floor petting a dog
1443,"a woman sits on the couch and watches her dog a woman sitting in front of her couch looking at her dog the man is watching for his dog on a couch a girl sitting on a couch playing with her dog the boy is jumping on the couch while a woman watches a boy in a living room with his feet on the couch an image of two women with cats and a dog a cartoon depicts a person who is about to throw their dog in the living room a person is doing tricks to another in their living room a man and woman are sitting on the couch, watching at the same time the boy is sitting on the couch playing with the dog while the old woman puts a book on the bookshelf the boy makes the dog do tricks while the old woman gets a book a boy is playing fetch with his dog a boy sits on a couch playing with a small dog as an older woman walks toward a bookshelf while holding a blue book an old woman holds a book while a boy holds a bone in front of a dog that is standing at attention"
1444,an animated representation of a man grilling food cartoon barbeasts - barbecue cooking for you - screenshotar a cartoon style illustration of a man grilling meat on a barbecue while a sun shines over the tree line a man standing in the grass with trees behind him a man is grilling at an outdoor bbq a person is grilling in the field a person is grilling food in the grass a person with a grill in their hands how to grill a burger at an outdoor bbqf man is cooking on a grill near trees a man grills some meat between two trees a man holds a tongs over a piece of cooking meat a man cooking food on a grill at a park the young boy is tending to the food on the barbque grill in the park a young man grilling alone outside on a partly cloudy day
1445,"a cartoon depicting an angry man at his dining table with the door open a woman sitting at a table in front of books a person standing next to a dining table a cartoon of a person eating some food a person is sitting at a table in an office an illustration of a man eating at his table a man stands near a table with food on it a man is standing near his bed, and looking at something a man in a room with an empty table how i ' m sitting in front of a bookcase - an illustration of a man standing behind a table that has a plate of food on an old man stands near a table with food on plates an old man is walking towards the dinner table the grampa set the table for two as he wanted to surprise his guest the man prepared the dinner table for his wife the man is standing next to a table that has food and drink on it"
1446,"the girl in a park an illustration of a woman sitting in the grass with mushrooms an animated cartoon scene with a man sitting on a bench, in front of some trees a cartoon scene with trees and a person sitting on the ground a person sits on the ground and is walking in front of trees a girl sitting on a bench in front of trees a girl sitting on top of a wooden bench in the middle of a forest image gallery fairy forest wi a man sits on a log in the woods a cartoon picture of a person sitting on a bench in the middle of a park with several trees and mushrooms a girl is sitting on a log enjoying the breeze through the trees a woman is sitting on a park bench with butterflies all around a young woman relaxing on a tree log watching the butterflies the woman is sitting on a log with a lot of mushrooms around her a woman sits on a log in a park that has mushrooms butterflies and trees"
1447,"a cartoon of two people playing with a fr two people are in a park together, while the man is pulling a ball a man and woman on a swing swing set an outdoor scene with two people relaxing on a park bench a park with people sitting on benches and walking through it an outdoor scene with a picnic an image of two men relaxing in the park a man with his dog running by a park scene a park scene with people, trees and flowers a woman is watching children play and have a picnic in the park a woman sits on a bench as a girl skips rope and a baby watches the girl is skipping the rope as the mother and baby watch a woman is siting near a child jump roping girl ready to jump rope while lady sits on the bench"
1448,a boy and girl are swinging the wooden swing equipment kids playing with a sees rail and a boy in the background a boy is sitting on a sees rest near the goal a man climbing the ladder to hit the box a woman doing some squat on the top of a bench an image of a man in the park doing something a cartoon character that looks tired a cartoon of two people working on the park equipment a cartoon drawing of a person in a park an illustration of two kids climbing on a metal obstacle course the lady and girl are playing on the monkey bars and on the slide a park with a girl playing on the slide and a girl playing on the monkey bars the mom is doing the monkey bars while her daughter laughs at her two young woman are enjoying the park to themselves two girls are playing in a park by going down a slide and using the monkey bars
1449,a cartoon character on a log a man in a suit is swinging on the trunk of a tree a man in an apron and a dog standing near a tree a man is standing under the tree while other people are sitting down in it dog chase - screenshote ' s pet - screenshotes an animation of a man throwing his hat into a tree a man in gray suit sitting on tree trunk next to dog and ball an illustration of a man riding on top of a tree an illustration of a man in a tree with his dog a man sitting in the shade of a tree with a dog chasing him a person is playing fetch with a dog a man plays fetch with his dog in the park an older man is sitting on a log near birds while his dog is playing with a ball a man is sitting on a log under a tree in a grassy field while a small dog fetches a baseball a dog is chasing a ball while a man is on the log
1450,a cartoon image of an woman standing in front of a table a woman is standing near a table in front of a large window a person is sitting at the table with his phone in hand a woman in a room with curtains and windows a person standing in front of a table the woman is speaking to a man how to create your room animation using virtual video a woman standing in front of a painting of her house cartoon house with a table and two people playing a woman sitting at a table and talking a woman standing in a room with a table and a stool a woman standing near a window next to a dining table a woman is walking toward a dining table covered with a white cloth a woman is walking towards her dining room table a woman standing in a room with a table and a potted plant
1451,two people are playing soccer in a park a woman pushing her baby on a swing and playing in the grass a young boy swings on an object while another stands nearby a boy playing soccer and another standing next to the swing children playing in a park with an empty box and an empty ball kids playing with soccer ball a woman playing on the ground near two playground swings and a ladder two children in a playground playing with toys a kid playing with his friend on the ground the two people are playing in a playground a boy and a girl on a seesaw on the playground two children are playing on a seesaw in a playground a boy and girl in the park playing on a seesaw two kids play on a seesaw at the park during the day both are the children are playing on the seesaw in the park
1452,"a person is walking towards radilos a man walks over several cats, like dogs and sheeps cat jumping in the air a man is playing with several raas a woman in red pants standing next to small dogs cat hunting with cat cat and man standing in a field, looking at the ground the person in the picture is walking away from a large animal a woman in white shirt and red pants walking next to some trash bags a boy standing next to a bunch of rads a woman reaching out the opposite way of five raccoons a woman standing next to a pond with several raccoons a woman next to a pond with five raccoons a woman is standing next to several raccoons a woman standing by a small pond with raccoons around"
1453,a man sitting on top of a blanket a man sitting under a tree on a picnic cloth a cartoon man is sitting on the grass while having picnic a man sitting on the ground near a tree and holding a stick a man sitting on the grass with his picnic a man sitting on top of a checkered picnic blanket man cooking in the picnic a person sitting on the ground and holding a bottle a man sitting on a red and white blanket in front of a tree a cartoon man sitting on the ground near a picnic table and holding a bottle of wine the boy sits on the blanket under the tree a boy kneeling on a checkered blanket under sunny skies in a park with a picnic basket nearby a young man is surprised to see a squirrel walking away with some of his picnic food the boy is eating watermelon in the park a young man watches a squirrel in a park
1454,"free home drinking apps - screenshoter com an animated couple talking over wine by a fireplace a man and woman drinking wine next to their dog a woman is drinking wine in front of her dog cartoon man and woman drinking wine in a room a woman and man sitting at the table, having drinks with a dog a couple standing next to each other persons a man and woman standing near a fireplace a man and woman at their house having wine by fireplace a man and woman standing next to fireplace while drinking wine the wine glasses were in the air for a toast girl and boy having drinks over a fireplace near a dog a young couple are drinking wine by the fireplace while their dog watches a young man and woman are sharing a bottle of wine in front of a fireplace with their dog the happy people drink wine by the fire"
1455,"a person standing in the grass near a tree a person stands next to a tree, with the sun in the sky a man in the sun with his back to camera a man is standing near the tree, watching at something on the sky the image is drawn to look like a tree the animation shows a man who is standing under the tree with a bright sun shining above a man stands next to a tree on the hill a woman standing next to a large tree a cartoon boy is in the shade and his head has been eaten a person standing in front of a tree a woman has a concerned expression on her face as she stands under the afternoon sun a woman is standing in the grass next to a tree a woman takes a walk in the park on a sunny day a woman stands under the sun with her arms crossed a woman is enjoying a walk on a bright sunny day"
1456,"a cartoon person in an empty room a person sitting at a table looking out the window a cartoon man sits on the floor and looks at the camera a person sitting at a desk looking out to the window a cartoon drawing of an man sitting on a red rug a person sitting on the ground with their feet down a man in red shirt sitting on table in room with curtains the cartoon is in a room, with two windows a cartoon figure sitting in a living room with a coffee a man sitting at the desk the man is sitting in a chair eating dinner a man sitting at a table holding a glass of wine a young man sits on the chair and he enjoys himself the young man is sitting in the living room holding a glass of wine a man sitting at a table with food on it holding a glass of wine"
1457,a cartoon man standing in front of his bed with a dog an adult man and woman play with their cat on the rug illustration for a family ' s room showing a young man putting up pillows a man holding onto some pillows while another looks on an animated room with two women and a man on the rug the man is holding a bottle while another person looks at him a person is standing on the carpet with three windows behind bedtime - my favorite room - screenshotesoftoftater - 1 a person with his head on the ground in an open room two people play a video game on the floor a small child playing on the floor with his mother watching him a woman is smiling at a young child sitting on a rug with some toys and pillows a baby plays on a rug as a woman smiles down at him the woman is watching iver the boy on the rug a woman bringing in a book to a baby playing on the floor with toys and three pillows
1458,"the children are playing in a house a cartoon drawing of an person in a house a room with curtains and a carpet kids bed room decoration - screenshots a room with a small bed, chair and picture of a man a room with two windows, one has an cat a cartoon room with two paintings and a woman sitting on a couch the room is empty and empty, with two windows a room filled with lots of things the room is empty the little boy is playing with toys on the rug a little boy sitting on the red rug with a couple of toys near him a small boy plays with a rocking horse and empty dollhouse a baby sits on a rug next to a rocking horse and a dollhouse a baby sits on the floor playing with his toys"
1459,a man kicking his son on the ground with a soccer ball a couple running after a tree the kids are playing soccer on the green grass a person playing with a dog near the tree two boys playing soccer on a field under the tree cartoon kid playing football free - screenshote a boy playing soccer next to a tree two kids in the park playing soccer two people playing soccer outside kids playing with ball under tree a young man and boy outside playing soccer a boy and a man are playing soccer while a raccoon sleeps a man and a boy are playing soccer in the park two young boys play soccer near a sleeping raccoon the older brother kicks the soccer ball to his younger brother
1460,"couch in a living room a couple of people sit in front of the camera while they talk a man and woman sitting in a living room woman sitting on a chair in the living room with two dogs a boy plays the wii on a couch in his living room a woman sitting on a couch, holding a dog in her lap the couch is tan a man with red hair man and dog sitting on a couch two people playing a game the woman is sitting on the couch while the girl is playing with the dog a family enjoy a afternoon in their living room a woman sitting on a couch looking at another woman sitting on the arm of a couch woman on couch near a coat rack and dog a lady is sitting on a couch with her feet up as a young girls plays with a dog"
1461,"two people sit in a room next to each other a woman sitting on a couch with her arm around another woman sitting on a chair and holding up a plant a woman sitting on the couch next to a man holding flowers a man and woman are sitting on chairs in front of the fireplace, holding flowers a man sits on the couch and holds a plant in front of his face while a woman sits next to him a cartoon drawing of an person sitting in front of a couch a woman is sitting in the chair while a man with his legs up stands behind her a man is holding a plant in his hand a man sits on the couch and is in front of his fireplace a man and woman sit in front of a fireplace while one woman holds an plant with the other sitting by the sofa the man is extending his arms out for a hug the old man and young woman show each other their smartphones the woman and her father are enjoying time together in front of the fireplace a woman sitting on a tan couch looking at a man with grey hair a man and a woman are in a living room"
1462,a couple sitting next to each other person who is driving a motorcycle on the bench cartoon car parked near a man on his bench a couple sits in the grass next to the pond two people sitting on a bench with a red scr the park bench an animated drawing of two people on a park bench a man sitting on a bench in a park with another in the background a man and a woman sit on a bench in the grass a cartoon of two people riding on a sc scr and having picnic two people sit on a bench in front of a tree two ladies at the park feeding the fish and talking an older woman on a bench waves at another older woman near two mopeds two old woman in the park to meet up two older women are near scooters parked under a tree by a lily pond with fish and frogs and a bench and flowers in front of two pine trees on a cloudy day two older ladies are having a nice chat in the park
1463,dog chasing man red sofa in the living room a boy in his living room playing with his cat a man is watching something up on the floor two couches in the room a dog looking at the guy on a couch a person throwing at the ball of cat a man and cat play together on the carpet a man standing in the living room near a television a woman with a dog is watching at the television a young boy is watching tv while his cats play with yard balls the two gray cats are each playing with a ball of yarn child standing in front of a tv with two cats playing the boy is laughing at the tv while the cats play with yarn child watching tv with 2 cats playing with balls of yarn
1464,a man is laying on the ground under an oak tree a man sitting on the grass under a tree the tree is big a man is sitting under a tree while relaxing a cartoon drawing of a man reading in the park a man in blue jacket laying down on blanket next to tree a person is laying under a tree with a picniccloth on it an animated man sitting in a park next to a tree and holding his hands up to the ground a cartoon style drawing of a man relaxing under a tree a man sitting on a blanket with his legs up in the air a woman laying on a log in a field near a picnic a woman is stretching her arm next to her picnic this woman is laying out in the city park and there is a picnic basket next to her the woman day dreamed all while laying on the log the woman is laying on a log beside a blanket with a basket and a hamburger
1465,"the man is looking at the television screen kids ' room animated animated animation the man is sitting in a chair and watching tv kid in an office a cartoon woman sitting on an armchair next to two framed televisions the cartoon picture shows a person on a chair, in front of three pictures the man is looking at pictures on a wall a cartoon drawing of an person in front of four television screens cartoon style animation of a man in a living room with a picture on the wall behind an animation animated picture a girl is sitting in a chair in the living room a young girl is sitting in a chair a girl stretches out in an armchair by herself a young girl sits on a chair in the living room of her home the lady is seated on a brown couch in the room"
1466,"dog cartoon draw - screenshotz app a woman and her dog are laying in the grass a man and his dog are in the grass by a lake a man sitting next to a large, black, fish hole in the ground a cartoon picture of two cats playing with fish a man is playing with some animals a person sitting next to some trees and another dog dog on a rock with its owner sitting down beside it the illustration shows a man sitting on top of a small pond with his dog in front a person sitting in the grass next to a dog a woman sitting near a pond with two fish in it the girl is sitting by the pond watching the fish a young woman sits by a pond with two fish in it and a little dog is looking at the fish the young girl and dog are watching the fish in the pond a woman sits with her dog next to a pond"
1467,a boy in the room the carpet is red a man is standing in the middle of a room cat & woman - cat trainer - screenshot the man is walking his cat on a red rug a man holding an umbrella a person standing in front of a cat on a carpet the carpet is red a person standing in front of an altar with two dogs the dog and cat are standing near a lamp a coat hanger stands on a rug between a yellow cat and a white cat the girl is laughing at the white cat walking towards her a little girl laughs at her cats playing on a rug the little girls is laughing as she watches the cats on the rug a little girl is smiling as she watches two cats on a rug
1468,a man riding a bicycle through the park the kid is riding his bike with an animal in front of him two people riding bicycles on a trail with animals and a man playing an animated animation shows a child ' s pet being transported to the park kids ' s bicycle games - screenshote - screenshote cartoon of a man on his bike while he is exercising on the tread a cartoon boy riding a bike in the park with two dogs two people in park man riding his bike through a park on his bicycle man on bicycle passing a dog running away from him the woman is swinging from the monkey bars the man is sitting on his bike outside a young boy is on a path with a bike while a dog is in a sandbox with a ball and a young girl is on the monkey bars the woman in the white shirt is using the monkey bars boy on bike near a girl hanging from monkey bars
1469,"a cat is sitting in front of the table a person standing next to a table in a room a person standing near the table of a dinner a man standing on a floor next to a table and cat the table is empty illustration of a man with his feet on a dining table, as if not going away to eat illustration of woman walking toward a table filled with plates, glasses and fruit pies the man is standing at a table in front of two chairs and one cat an artist is painting a cartooned image of a girl and her cat in a room with chairs a drawing of a man in a dining room a cat is stealing food from a plate the lady in red trouser is standing next to blue chairs and a table the woman and her cat are looking at the mess left over from a party the plate is very messy from dinner before a woman is not happy to see the cat eyeing the dessert on the chair"
1470,a woman walking on the floor in an apartment woman playing with her cat in living room a person in a room playing with a dog an old man playing video game on the wii an image of a man doing tricks an illustration of a woman in a living room a lady and a dog walking by a dog sitting in the room with another dog and a person in the background the woman is in a room a living room the woman is looking for her dog whos on the other side of the chair the elderly woman walks toward the living room as the dog walks across the floor an old woman standing behind a chair in the living room her dog standing in front of the chair a woman in a room with two couches and a small dog a old woman chasing a pug in her living room
1471,two people standing next to a fire in a field a woman and man walking across the grass a man and woman are camping in the grass two people walking through a park while one man is holding a backpack and the other walks toward them illustration of woman and man grilling outdoors the man is walking towards a woman with her hand illustration of couple having a barbecue together illustration of people doing barbecue the family has been gone by two women walking in a park the couple are grilling their dinner at the park the man and woman are grilling some food and standing by a pond a man and woman standing near a grill cooking food a couple smiles happily as their food finishes cooking on the grill the young couple is grilling at the park near the fish pond and sandbox
1472,"an animated video of a boy standing in front of his dining table a boy is standing in front of a table with food on it screenshote the dining room with a cat and an orange bowl of food two cats dinner screens a cartoon is setting the dinner table the cat ' s tale, an interactive cat simulator for cats and kittens a person is sitting at the table in front of a room a man standing in front of the table at his home a man standing in front of the table with food a cartoon of two children sitting at a table and eating boy heading for dining table with his food on it a boy walks over to a table that has food a boy walks up to an unorganized dining room table as a dog sleeps in his pet bed a child is standing near a table and two chairs while a dog sleeps in a basket nearby a boy approaches a table set with food"
1473,"an illustration of a person jumping over a hurdle stickman park - screenshote for windows phone, ipad and mac a person that is jumping over a hurdle illustration of a girl playing at a school playground a cartoon girl jumps up and runs on an obstacle with her hands behind her a person on top of a hurdle with one hand up to the ground child playing on a sees - frame a man on a bench in the park a woman on top of a ladder with her arm in the air and clouds above child in sky playing on a swing - slide, the swing slide slide has been changed to be on the swing swing a girl plays on a set of monkey bars a little girl is playing on the monkey bars a girl is playing on the monkey bars outside she loves to sit on the monkey bars in the sunshine the girl is sitting on top of the monkey bars"
1474,"an elderly stands by the fireplace and watches a person walking in a living room next to a fire place the woman is playing video games cartoon clip art home living room scene png illustration of an old lady kicking around in her living room an old woman in a living room with her feet up on the table a woman in a living room with her dog cartoon illustration of an older woman standing in a living room with fireplace and coffee table living room - screens for windows an older woman in a living room, standing near the fireplace old lady walking towards wine glass on mantle an old woman walking across the room in the house an older woman is standing in a living room which has a fireplace with a glass of wine sitting on its hearth the lady is getting warm by the fire the woman likes to dance by the fireplace thats near the couch"
1475,a man is walking among of several trees a person that is standing near some trees a group of people that are playing in the grass kids in a field with two tall pine trees a cartoon of two people running in the grass a cartoon image of three trees in the woods kids tree run game - screenshoto a cartoon depicts three children playing with trees cartoon picture of a girl chasing trees a group of people in a forest with pine trees two people playing in between the trees outside a boy hides from a girl in a park with trees a child is hanging out in the woods a young girl and a boy play together in a wooded area hide and seek in the woods is enjoyed by the two children
1476,"a man sitting on couch with two small dogs looking at him a woman and a man sitting on a couch, talking while their dog is in the background a woman is sitting on the couch with a child a woman is talking to a man and his dog a cartoon boy sitting on the sofa watching tv a cartoon picture of two people standing in front of a living room woman holding a cat the woman sits in a chair, watching her dog, as she walks down to the couch a cartoon of people in living room a person is on the couch a woman sits on the couch as the little girl eats a snack on the carpet next to her dog doggy sits with his toy on the rug in front of the fireplace with the girl and her mother a woman is sitting on the couch watching a young girl and a dog stand near a fireplace a mother sits on the couch watching her daughter who is holding a sandwich mother sits on the big couch while the daughter stands on the rug next to the dog"
1477,a cartoon character sitting on a bench in the park the person sits on a bench next to a tree and two other objects a man sitting on a park bench with an animal a man sitting on top of a park bench next to a fish swimming under it a man sitting on a bench under a tree and an empty blue body a man sitting on a bench under a tree a person sitting on a bench in front of a tree a person on a bench looking at a tree a cartoon man sitting on a bench next to a dog a cartoon man sitting on a bench in the middle of a park a woman sitting on a bench near a pond a woman sitting on a bench under a tree and next to a pond a older lady sitting on a bench watching birds in a pond on a sunny day an older woman enjoys the weather surrounded by different animals an older woman sits on a bench in the park with a pond with duck and fish nearby
1478,two men playing in a park with a picnic table two men playing chess outside the man is throwing a fr frckle into his table screens from the game table tennis an image of two people playing picnic a cartoon with two people playing chess two people playing chess on the grass two people playing a game of chess in the park a cartoon man is trying another for a piece of golf two men in the park are playing a game of chess two boys are standing around a picnic blanket that has a bottle two cups and a soccer ball on top of it two young men having a picnic on the grass two people standing next to a picnic blanket two boys playing soccer near a picnic blanket with a bottle and two glasses on it the two cups and the bottle are on the picnic basket
1479,"man lying down on couch a man laying on the couch in front of a cat a man in the living room is falling to his feet a couch, arm outstretched a man and dog are lying on a couch a person falling in the air a cartoon picture of a man in a suit lying on the floor man falling in the living room a cartoon dog laying on the floor a couch that is brown girl on couch near sleeping dog and chair a woman is taking a nap on the couch a woman lying down on a couch with a cat also lying on the floor a woman laying on the sofa and a cat sleeping on the floor a woman resting on a couch and a cat sleeping on the floor"
1480,"a child is playing with his dog and sees the sand an illustration of a man working in the park an illustration shows a woman looking at her dog while he looks into the camera dog obedience - screens, gis & gis for ipad children playground animated kids play animation for iphone ipad a person walks on the grass, with an object nearby and another is in the background a cartoon dog in the park with a man playing with a small white cat illustration of dog pulling a toy, with sun in the background a woman walking in front of a dog a man on his phone with a dog nearby in front of a playground a girl stands near a sandbox with a dog a young girl near the sandbox at a park with a dog nearby on a sunny day the blond haired girl is standing by the sandbox a girl is standing behind a red sandbox in a park with her white dog the girl is near the sandbox in the playground"
1481,a cartoon picture of two people sitting in front of a park people with a dog on the sidewalk a cartoon scene of two people walking along the path to a picnic two children with sun and a dog a boy is standing on the curb next to another kid a girl and a man playing on the side walk an illustration of people playing with a dog in the park two people stand on a path next to a statue an image of people and dogs playing a man is standing on the side of the road a woman waving at two girls playing in a sandbox the girls are playing in the sandbox in the park mommy waves to the little girls playing in the sandbox a woman waving to twin girls in a sandbox the twin girls played in the sandbox while their babysitter played with the dog
1482,illustration of a man and his cat in an apartment the room has furniture and a cat on it cartoon of a man with a vacuum cleaner in his room a man and his dog standing in the bedroom an animation of a person standing in the corner an animated image of a man standing in front of a chair how to create an animation using a computer how to clean furniture in home a man standing in front of an open bookcase a person standing in front of a room a man is standing in front of a fireplace a young man is standing in the living room a man standing in front of a fireplace with a couple of chairs nearby a man holds his stomach in a lounge a man standing in front of a fireplace near a chair
1483,a man and dog are playing with the ground a man standing on top of a hill next to a dog man holding a dog a man and woman are in the grass a man and his dog looking at each other person two people walking around a large pond a man in a blue jacket throws out his dog as he is walking next to the tree a cartoon image of a boy in a field throwing stones two people walking across a grassy field near trees a cartoon of two people playing with an open fire two women a dog and a child are outside near a small pond a woman holding a baby and a woman with dog wave at each other the women great each other as the baby is excited to see the small dog the ladies greet each other in the park while one is holding a baby a woman with a dog waves at a woman holding a young child
